service_type,day_of_week,is_weekend,hour_of_day,slot_booking_count,avg_hourly_bookings,avg_service_duration_minutes,historical_avg_wait,expected_wait_minutes
license,1,0,15,6,19,23.78,100.15,155.41
passport,4,0,10,10,16,34.99,237.13,240
passport,5,1,10,1,19,24.26,14.85,26.16
passport,5,1,13,6,21,29.69,115.27,189.77
license,3,0,13,12,12,25.96,197.51,240
nic,5,1,10,4,4,15.31,38.4,51.98
nic,6,1,14,6,15,28.77,111.31,180.91
passport,6,1,10,10,10,35.21,217.4,240
passport,4,0,10,12,14,29.06,236.43,240
passport,1,0,11,7,14,39.01,185.53,240
license,2,0,11,8,11,28.25,155.26,217.99
license,4,0,9,3,5,23.13,56.99,68.05
nic,2,0,10,6,16,16.1,78.64,106.11
nic,4,0,14,9,12,25.09,122.22,222.62
passport,2,0,9,7,12,32.96,151.38,231.97
passport,2,0,10,13,13,29.31,249.32,240
nic,0,0,15,5,13,17.81,48.09,105.84
passport,1,0,9,8,9,26.42,134.75,200.48
nic,1,0,10,12,14,21.44,172.57,240
nic,0,0,9,2,9,17.04,28.86,36.26
passport,6,1,9,6,15,30.17,117.75,172.03
license,3,0,9,2,10,22.15,23.38,37.74
nic,6,1,11,5,5,18.01,55.95,75.69
license,2,0,15,8,8,25.01,142.18,190.21
license,0,0,9,7,14,24.82,122.63,172.86
nic,4,0,14,8,10,11.19,57.53,104.52
nic,6,1,13,6,10,18.28,75.15,109.81
license,5,1,14,9,16,27.55,165.75,240
nic,5,1,14,10,10,21.03,136.23,206.06
nic,3,0,11,8,12,17.02,95.9,135.88
nic,0,0,10,9,9,15.07,76.89,128.03
license,0,0,9,9,11,26.7,159.75,228.82
nic,1,0,13,11,12,19.79,134.39,240
license,5,1,13,10,10,21.54,139.3,222.72
nic,3,0,13,8,10,12.35,68.95,115.57
passport,5,1,15,13,19,28.45,242.68,240
nic,6,1,13,11,11,17.71,127.11,199.33
passport,0,0,15,8,10,31.56,165.4,240
nic,5,1,15,4,4,21.49,48.02,69.07
license,0,0,10,14,16,24.5,229.53,240
nic,6,1,9,4,9,20.3,58.91,76.43
passport,6,1,15,9,9,30.77,176.8,240
nic,1,0,15,10,10,16.34,112.25,165.34
nic,6,1,9,5,9,15.81,45.18,63.97
nic,3,0,14,11,11,10,80.74,126.33
passport,2,0,15,11,14,24.04,180.84,240
passport,3,0,11,11,12,26.3,180.59,240
passport,2,0,10,10,10,38.63,262.54,240
license,3,0,10,9,17,28.01,175.42,240
passport,6,1,11,10,10,34.08,226.27,240
passport,0,0,9,6,11,29.96,116.84,169.61
license,3,0,14,11,21,23.79,157.38,240
nic,0,0,13,5,23,11.2,33.8,86.4
nic,6,1,11,5,6,17.93,53.38,79.0
nic,1,0,14,10,16,18.07,105.29,188.98
passport,1,0,14,12,13,31.66,254.91,240
passport,1,0,9,1,14,31.09,16.14,44.44
license,1,0,11,7,14,28.87,139.35,202.22
license,1,0,11,7,11,17.71,78.26,129.67
passport,5,1,15,4,14,32.59,93.22,124.11
passport,4,0,15,9,15,30.05,182.43,240
nic,5,1,14,7,15,16.11,76.58,125.16
passport,5,1,9,8,8,34.57,173.03,240
nic,5,1,15,6,8,13.89,62.64,80.74
license,3,0,13,9,11,28.23,178.25,240
nic,6,1,14,4,10,25.71,51.14,103.67
license,6,1,10,5,11,26.32,87.36,127.3
nic,0,0,9,5,12,11.54,32.11,50.72
license,0,0,13,11,16,24.43,170.07,240
passport,2,0,14,9,12,34.88,208.92,240
nic,6,1,13,7,10,11.75,46.12,90.3
license,3,0,14,16,16,23.36,259.77,240
nic,5,1,13,6,18,22.67,92.15,151.03
nic,1,0,9,3,6,19.54,39.82,53.84
passport,5,1,9,8,8,32.82,175.51,240
passport,3,0,14,10,17,33.93,222.24,240
passport,6,1,13,7,14,27.31,120.87,194.64
passport,6,1,11,8,11,34.33,170.94,240
license,2,0,9,6,7,22.35,84.61,120.13
passport,1,0,14,3,18,30.19,45.52,102.63
nic,2,0,15,15,15,14.09,134.1,215.6
passport,3,0,13,14,14,26.08,232.71,240
license,2,0,11,13,13,23.38,210.8,240
license,0,0,14,10,17,20.69,137.85,217.1
passport,2,0,13,12,16,32.55,254.21,240
nic,4,0,9,4,12,23.94,73.66,92.44
passport,6,1,10,6,9,23.45,86.81,125.7
nic,2,0,10,7,12,20.47,98.92,146.2
nic,0,0,10,10,10,19.25,118.22,190.88
license,1,0,11,8,11,30.98,160.24,240
passport,4,0,14,13,13,30.48,271.21,240
nic,1,0,10,4,11,20.89,63.67,87.34
nic,0,0,14,13,14,17.0,110.48,221.37
passport,6,1,11,9,18,36.43,226.14,240
license,3,0,11,12,12,16.61,116.57,197.21
passport,3,0,10,12,18,34.02,259.86,240
nic,0,0,13,11,19,17.8,130.78,215.85
license,6,1,9,8,8,22.7,106.28,161.44
nic,3,0,11,8,16,25.38,126.57,202.5
license,6,1,14,10,10,21.07,124.29,213.79
nic,5,1,9,7,7,11.53,56.79,75.29
nic,5,1,15,6,15,12.07,45.34,73.0
nic,1,0,10,8,10,15.13,63.89,114.3
passport,1,0,15,11,14,30.18,211.48,240
license,6,1,9,2,7,27.86,31.8,45.14
nic,2,0,15,10,10,10.08,67.54,106.4
license,1,0,15,10,10,21.19,126.65,202.1
nic,5,1,9,4,5,22.73,50.61,71.47
license,3,0,14,11,17,24.24,178.18,240
passport,0,0,11,8,21,25.13,135.2,214.68
license,5,1,11,9,9,26.68,151.26,212.52
license,4,0,14,10,17,30.13,202.36,240
license,3,0,15,8,10,24.18,124.26,184.73
nic,5,1,14,7,11,14.27,79.08,104.91
license,6,1,11,7,8,21.91,97.2,142.91
passport,0,0,9,9,9,31.23,187.99,240
passport,1,0,11,6,16,34.54,147.24,219.88
nic,6,1,10,3,10,15.1,28.47,45.47
license,1,0,14,10,14,22.77,140.06,240
nic,1,0,13,13,13,19.86,171.39,240
nic,4,0,11,6,13,14.76,58.5,103.88
license,0,0,9,8,9,22.33,117.58,176.64
nic,4,0,14,10,15,18.92,119.94,206.25
nic,5,1,9,4,6,18.4,39.09,54.27
license,0,0,11,6,15,29.89,110.42,180.75
passport,6,1,10,7,9,33.78,135.0,212.42
nic,0,0,14,7,17,19.3,95.8,150.46
nic,6,1,10,7,8,15.6,74.56,98.17
passport,0,0,9,4,5,31.64,94.88,127.27
nic,5,1,9,4,4,20.06,53.78,61.07
license,1,0,13,11,18,27.84,193.08,240
nic,3,0,15,8,11,20.94,105.95,174.59
nic,6,1,11,10,10,10.2,68.93,101.7
nic,0,0,13,11,11,14.48,109.32,181.94
nic,1,0,11,5,10,17.67,63.7,94.33
passport,2,0,13,10,18,25.0,154.56,240
passport,3,0,14,11,16,29.89,218.88,240
passport,6,1,10,7,7,34.55,155.47,230.76
nic,4,0,13,9,10,11.62,49.73,118.16
license,6,1,11,7,8,21.54,97.69,134.42
nic,3,0,15,7,14,17.39,78.35,128.62
nic,3,0,14,5,18,20.8,76.41,130.17
license,5,1,13,8,8,14.38,80.28,114.55
passport,0,0,13,11,16,30.36,217.31,240
passport,3,0,11,15,15,37.55,378.14,240
nic,2,0,15,4,9,23.89,47.49,91.28
license,4,0,14,11,15,15.3,114.71,191.08
nic,6,1,14,12,12,19.08,134.1,226.64
license,3,0,9,6,12,16.96,74.84,115.64
nic,5,1,10,8,8,21.05,104.43,151.73
nic,3,0,13,6,8,22.03,87.05,140.22
nic,4,0,10,2,13,20.32,13.06,50.56
license,5,1,11,8,8,24.58,119.12,175.83
nic,4,0,11,5,8,11.5,46.01,65.86
nic,4,0,13,10,19,20.34,140.62,214.27
passport,3,0,9,3,11,28.53,62.69,86.18
nic,6,1,15,3,4,19.29,40.69,44.61
license,3,0,15,9,12,19.0,100.71,173.55
nic,3,0,13,11,20,18.32,122.9,223.33
license,0,0,13,16,17,30.8,308.42,240
license,6,1,14,16,18,27.74,271.61,240
passport,5,1,11,8,18,30.54,159.63,231.85
nic,3,0,15,7,10,11.33,58.57,82.78
license,2,0,10,8,19,25.2,120.8,197.67
license,1,0,9,5,7,21.17,79.6,97.79
nic,2,0,11,4,12,12.58,31.08,57.39
passport,4,0,10,13,16,29.48,247.86,240
license,1,0,11,16,16,32.77,340.5,240
nic,6,1,9,3,3,15.43,16.14,33.95
nic,3,0,13,11,11,17.88,121.96,208.92
license,2,0,15,8,14,27.63,137.11,224.97
nic,0,0,13,5,11,15.53,53.0,81.87
license,1,0,15,5,11,25.36,90.72,138.38
license,1,0,13,11,14,23.14,169.38,240
license,5,1,14,12,13,29.28,216.58,240
license,1,0,14,11,19,22.31,151.54,240
passport,6,1,14,6,22,31.58,121.83,202.96
license,2,0,14,13,17,29.28,245.08,240
passport,4,0,9,4,13,36.12,100.94,153.1
nic,6,1,13,3,9,19.19,28.22,57.92
nic,1,0,14,10,14,18.12,112.82,196.64
passport,2,0,11,9,16,39.07,220.02,240
license,2,0,11,13,13,30.07,241.96,240
license,2,0,15,8,14,23.06,128.48,199.46
nic,3,0,14,10,13,26.96,166.25,240
nic,4,0,11,8,8,16.27,89.66,122.93
nic,4,0,13,7,9,22.53,112.39,172.34
license,2,0,9,9,9,26.27,154.22,220.81
nic,5,1,14,9,9,18.58,102.34,169.87
passport,6,1,15,7,9,40.11,178.0,240
passport,6,1,15,0,4,32.03,7.68,3
nic,1,0,10,7,12,19.11,79.62,137.61
license,4,0,13,10,16,21.59,145.28,237.49
license,1,0,10,2,13,14.17,22.24,45.32
nic,1,0,13,7,12,15.0,73.63,137.27
license,4,0,13,8,18,31.57,147.53,240
license,5,1,10,3,7,25.66,37.45,64.2
license,5,1,13,10,14,20.97,123.77,206.63
passport,4,0,10,6,20,34.03,133.03,209.46
license,6,1,11,9,16,19.52,118.6,173.07
license,5,1,10,11,11,25.17,183.4,240
nic,2,0,11,8,22,21.41,105.45,164.71
nic,6,1,14,6,6,21.29,81.19,124.7
nic,6,1,11,4,8,12.88,34.3,48.45
nic,4,0,14,7,13,14.7,59.35,122.67
license,3,0,15,11,11,29.28,205.51,240
license,5,1,10,7,11,19.45,79.83,128.98
nic,2,0,10,11,21,19.8,150.02,225.86
nic,4,0,11,4,9,24.66,77.45,115.79
license,6,1,9,3,3,17.64,30.92,37.16
nic,0,0,13,8,10,22.01,111.0,183.31
license,3,0,14,11,12,27.97,200.55,240
license,5,1,11,7,10,24.12,128.69,161.57
nic,2,0,10,8,17,16.7,75.8,137.25
passport,0,0,9,11,12,32.81,239.19,240
nic,1,0,13,9,17,20.7,110.31,185.0
nic,5,1,11,9,9,12.47,66.51,95.2
nic,1,0,13,7,16,18.84,88.42,155.28
passport,2,0,13,10,22,32.87,204.49,240
license,3,0,10,10,13,20.56,152.93,218.29
nic,5,1,13,6,11,18.07,67.4,110.9
license,4,0,11,9,18,27.3,164.39,240
license,4,0,11,11,14,25.09,185.15,240
passport,4,0,9,7,8,36.16,176.02,240
nic,2,0,13,9,19,13.64,71.7,140.74
passport,0,0,15,14,14,32.23,294.44,240
nic,6,1,9,4,4,16.11,51.11,70.74
nic,4,0,15,6,8,17.29,68.02,103.65
nic,4,0,13,8,14,24.03,120.16,204.08
license,4,0,13,13,13,21.04,190.79,240
license,3,0,14,8,14,21.62,122.28,182.16
passport,2,0,15,16,16,34.08,363.02,240
passport,5,1,13,10,14,36.29,257.51,240
license,4,0,9,12,12,16.36,118.14,186.86
license,4,0,13,11,14,29.47,230.08,240
license,0,0,14,6,18,17.7,53.72,109.56
nic,0,0,9,8,16,20.43,112.53,168.24
passport,4,0,11,12,12,30.63,240.76,240
license,0,0,9,4,7,22.76,67.63,81.62
nic,0,0,11,0,13,26.58,5,6.01
passport,2,0,15,9,18,29.74,160.59,240
license,6,1,10,3,17,19.84,50.38,68.9
passport,3,0,15,13,16,30.41,262.04,240
passport,6,1,13,15,15,31.97,306.66,240
license,6,1,14,8,12,24.07,126.48,194.5
license,2,0,9,5,13,27.36,80.72,128.91
nic,3,0,14,7,15,19.53,81.47,156.76
passport,6,1,9,7,7,33.53,141.32,206.4
license,5,1,13,8,12,22.05,113.53,183.41
license,0,0,10,6,19,26.37,99.99,161.56
nic,0,0,14,9,15,20.95,140.76,209.36
license,4,0,11,5,13,25.94,81.26,129.12
passport,0,0,9,5,7,39.69,133.25,176.08
passport,2,0,15,11,11,38.58,286.47,240
nic,0,0,11,7,16,13.14,52.25,101.14
nic,0,0,14,8,18,18.52,94.18,158.13
passport,5,1,11,5,11,33.73,104.09,148.54
nic,6,1,10,14,14,14.51,137.55,201.25
passport,0,0,11,9,11,32.7,205.85,240
nic,2,0,14,11,11,20.03,138.63,239.43
nic,6,1,13,10,10,20.54,138.99,212.26
passport,0,0,9,7,9,33.89,162.83,229.17
license,5,1,15,9,9,25.26,141.27,217.25
license,0,0,11,10,15,26.23,175.84,240
passport,2,0,13,10,16,29.78,197.99,240
license,6,1,11,5,6,12.87,39.21,55.26
license,3,0,9,2,7,24.49,13.29,34.71
passport,5,1,11,5,14,28.67,94.75,142.81
nic,4,0,10,9,15,15.55,87.06,140.05
license,0,0,11,6,12,22.83,91.38,144.32
license,5,1,13,11,11,26.67,194.01,240
nic,4,0,10,4,14,22.66,53.49,97.02
nic,6,1,10,5,5,11.04,37.72,52.13
passport,2,0,11,13,22,34.0,293.52,240
nic,6,1,13,13,13,12.63,109.47,165.72
nic,3,0,13,8,18,15.26,77.9,137.43
license,6,1,11,6,9,24.19,99.4,132.43
nic,0,0,13,8,11,16.07,86.45,136.72
passport,1,0,10,13,13,36.83,315.8,240
license,3,0,11,12,16,16.79,127.97,206.84
passport,1,0,13,18,20,29.69,356.65,240
license,1,0,9,6,16,25.17,93.03,151.14
nic,1,0,15,10,16,12.89,88.4,138.96
passport,3,0,13,5,14,32.56,120.68,188.37
license,5,1,9,8,8,22.62,126.32,170.7
nic,4,0,11,6,15,19.26,85.9,127.05
nic,4,0,14,9,11,16.49,109.01,172.41
license,2,0,15,9,20,26.83,155.43,240
passport,3,0,11,7,14,28.62,133.92,212.62
passport,6,1,10,5,13,32.1,102.92,148.22
license,5,1,11,3,5,31.78,56.24,86.41
license,0,0,11,2,10,22.59,19.84,42.61
nic,0,0,14,16,16,16.36,160.27,240
license,5,1,11,7,13,19.48,98.19,136.73
license,4,0,13,15,16,29.61,279.26,240
license,6,1,15,6,11,31.19,122.99,170.24
nic,1,0,10,8,8,17.82,100.49,146.6
license,4,0,15,9,16,22.03,122.02,191.1
nic,2,0,14,7,22,18.1,83.79,148.97
passport,3,0,15,7,10,23.48,115.92,178.16
license,4,0,15,14,14,21.68,211.53,240
passport,5,1,13,8,13,25.83,143.15,214.11
license,4,0,10,10,12,18.54,124.04,185.27
license,4,0,11,8,17,26.0,132.8,211.44
license,1,0,15,7,7,21.66,103.53,150.88
license,6,1,11,3,5,28.22,51.21,78.54
passport,4,0,11,5,12,34.12,122.17,175.22
license,6,1,13,8,14,27.3,153.16,231.87
nic,4,0,10,5,13,19.23,65.2,96.76
license,3,0,15,14,14,23.59,208.93,240
license,3,0,11,6,19,26.85,99.91,169.84
passport,3,0,11,10,16,32.05,201.15,240
passport,6,1,14,10,10,33.44,218.45,240
nic,1,0,10,9,18,13.0,75.19,135.22
license,4,0,13,10,14,26.41,157.32,240
license,3,0,9,9,9,23.77,135.31,208.74
nic,5,1,9,0,10,16.98,5,3
passport,1,0,10,6,10,31.67,130.13,199.86
passport,5,1,9,1,7,33.91,44.58,30.43
nic,1,0,11,6,11,17.46,69.53,100.08
license,3,0,14,4,15,26.27,58.86,108.8
passport,1,0,14,12,16,34.73,266.02,240
nic,2,0,11,11,11,13.83,109.78,156.84
license,0,0,14,6,12,29.15,123.68,188.55
license,0,0,11,5,10,21.9,69.85,111.57
license,4,0,11,9,12,29.75,174.91,240
nic,0,0,11,11,11,18.29,123.61,194.74
nic,3,0,10,14,14,16.08,147.79,232.66
passport,5,1,13,5,14,26.68,89.42,143.38
passport,0,0,14,11,22,28.13,213.31,240
license,1,0,10,12,13,22.75,162.36,240
passport,5,1,14,13,14,28.98,240.63,240
license,6,1,10,10,17,29.63,194.83,240
license,6,1,11,4,12,27.6,53.54,99.5
nic,0,0,13,9,13,11.69,77.22,128.72
license,0,0,11,16,19,28.01,303.99,240
nic,3,0,14,6,13,20.37,85.69,136.86
passport,3,0,14,13,13,29.71,267.82,240
nic,1,0,13,9,10,13.68,81.46,129.26
nic,1,0,10,8,8,19.33,112.29,160.32
passport,2,0,11,13,13,28.97,238.53,240
passport,3,0,14,8,15,34.78,174.8,240
passport,2,0,11,11,19,40.19,286.21,240
nic,6,1,13,6,10,13.54,62.48,93.57
passport,3,0,14,15,18,23.91,250.44,240
nic,3,0,14,5,14,21.03,60.14,119.5
license,0,0,10,13,13,22.16,189.97,240
nic,0,0,15,5,12,12.71,36.44,64.12
nic,4,0,14,15,18,15.0,138.29,229.59
nic,4,0,10,3,12,17.15,33.89,57.88
passport,3,0,15,10,10,33.96,221.66,240
passport,6,1,10,8,10,30.81,144.22,221.77
nic,2,0,15,0,10,14.86,5,20.8
nic,5,1,11,2,14,19.28,14.37,36.04
license,6,1,15,13,13,25.36,221.27,240
passport,1,0,15,11,15,33.46,245.08,240
nic,0,0,11,6,16,15.14,46.63,82.42
passport,1,0,15,12,17,34.53,256.29,240
nic,4,0,11,7,8,21.68,100.77,146.83
nic,2,0,9,6,7,22.29,103.97,136.56
nic,6,1,10,14,14,20.1,167.88,240
passport,0,0,11,14,14,29.12,274.05,240
nic,5,1,9,2,5,21.87,20.47,14.79
nic,1,0,15,6,18,16.8,60.29,104.03
license,2,0,11,6,15,24.33,93.22,150.04
passport,5,1,13,7,20,29.9,141.17,219.81
nic,4,0,11,3,12,15.27,29.57,58.75
passport,2,0,13,14,16,29.72,280.5,240
license,3,0,10,11,15,17.86,122.88,195.66
nic,2,0,14,7,9,22.6,101.23,171.92
nic,1,0,10,7,15,21.86,99.11,148.85
passport,4,0,10,9,9,28.44,175.24,240
nic,2,0,11,10,10,16.99,102.76,165.5
license,4,0,11,6,7,22.39,95.47,132.46
license,4,0,9,4,11,18.96,65.95,82.41
license,0,0,13,9,13,23.39,140.15,218.76
nic,1,0,11,10,10,11.65,86.7,120.95
license,1,0,15,6,7,24.36,121.38,156.56
license,6,1,15,9,9,22.63,143.44,194.26
nic,6,1,10,8,8,21.57,101.44,167.54
nic,4,0,15,5,7,18.84,57.62,98.4
passport,3,0,9,5,8,29.71,89.18,141.82
nic,0,0,10,13,13,20.78,172.31,240
nic,6,1,10,0,13,22.61,5,10.28
license,0,0,9,8,8,20.12,107.83,155.18
passport,4,0,15,12,18,32.46,250.23,240
nic,5,1,11,6,13,17.86,71.5,104.89
passport,0,0,13,13,15,35.78,291.77,240
nic,6,1,13,8,9,14.54,81.8,124.5
license,4,0,11,10,12,18.29,127.78,180.74
passport,4,0,10,8,11,24.77,134.67,198.4
license,0,0,9,8,11,31.73,168.9,234.06
passport,0,0,10,10,11,37.9,251.33,240
passport,6,1,11,15,15,30.61,289.72,240
nic,4,0,14,9,13,15.08,89.37,151.87
passport,2,0,13,14,16,25.87,228.98,240
license,6,1,10,8,11,23.53,136.28,175.04
license,6,1,11,8,11,26.09,133.16,191.09
license,2,0,11,9,17,22.36,132.21,207.95
passport,4,0,9,12,17,34.35,247.74,240
nic,2,0,10,6,10,20.81,78.86,118.72
nic,5,1,9,6,7,17.77,70.27,88.66
passport,0,0,9,5,8,27.85,89.23,138.89
nic,3,0,15,11,11,15.74,117.81,179.65
license,5,1,10,7,17,32.58,156.6,226.87
nic,3,0,9,10,11,18.86,126.34,189.32
passport,5,1,15,13,13,35.53,301.07,240
license,0,0,9,5,9,26.24,77.75,126.78
nic,2,0,9,6,15,17.28,66.76,110.06
nic,1,0,15,7,8,17.75,84.65,121.62
nic,2,0,10,11,11,19.0,140.41,206.13
nic,0,0,15,8,10,11.28,60.97,91.93
nic,2,0,14,8,16,20.32,109.08,181.76
passport,0,0,10,12,18,37.45,291.71,240
passport,5,1,11,7,14,33.59,160.27,227.3
passport,3,0,9,5,13,36.69,114.5,178.23
nic,5,1,9,4,4,15.34,46.61,39.13
license,6,1,10,8,9,29.14,146.6,212.05
license,3,0,10,5,19,29.11,101.29,172.43
passport,2,0,11,10,13,31.43,187.28,240
nic,2,0,10,10,10,14.97,91.64,146.39
passport,1,0,10,12,12,34.99,268.38,240
passport,6,1,11,11,11,30.88,209.14,240
license,5,1,15,10,11,23.06,140.8,206.49
license,2,0,15,8,15,28.5,139.47,231.96
license,1,0,11,9,16,26.74,161.33,240
license,5,1,13,13,13,21.27,178.07,240
passport,3,0,14,18,18,37.86,443.2,240
passport,6,1,9,3,12,30.71,68.53,78.58
license,6,1,15,3,11,24.84,56.1,65.19
license,0,0,9,2,14,20.56,16.5,44.4
passport,6,1,10,9,9,32.64,186.2,240
nic,0,0,11,5,11,12.95,43.24,68.73
nic,3,0,15,3,10,20.7,43.13,70.07
passport,3,0,10,8,13,32.59,161.51,240
nic,5,1,14,9,16,17.7,94.02,168.42
passport,6,1,13,10,20,28.37,179.28,240
license,5,1,11,3,14,24.29,38.84,64.12
license,0,0,15,11,15,22.84,155.79,240
license,3,0,13,13,15,23.94,198.1,240
nic,2,0,10,7,11,19.83,89.18,133.88
nic,0,0,13,13,13,15.03,116.59,198.09
nic,6,1,9,5,9,20.74,66.43,94.55
passport,5,1,10,6,15,31.15,123.28,175.03
license,4,0,15,8,18,31.69,160.32,240
nic,2,0,14,9,16,20.19,128.5,199.39
license,4,0,15,5,6,27.3,90.76,137.71
nic,1,0,14,8,8,14.87,88.35,124.07
passport,4,0,9,7,9,31.18,140.3,206.65
nic,2,0,14,10,20,12.29,77.87,148.16
nic,0,0,10,7,13,22.23,104.58,161.73
license,0,0,10,9,16,22.13,141.8,210.91
nic,6,1,15,10,10,24.11,167.62,230.81
license,2,0,9,5,13,23.92,62.07,114.95
nic,4,0,14,9,11,19.79,118.1,178.92
passport,2,0,10,9,22,26.94,174.01,240
nic,3,0,13,11,11,12.2,98.05,152.63
license,6,1,9,6,13,25.33,92.01,151.13
license,3,0,9,9,9,26.78,166.68,236.67
nic,0,0,15,9,11,26.96,158.24,240
license,5,1,13,10,11,28.61,190.05,240
passport,1,0,15,7,10,32.07,149.82,223.56
passport,2,0,13,11,15,30.61,208.64,240
license,4,0,11,6,8,26.45,80.5,148.13
license,1,0,9,8,10,30.2,156.29,227.1
license,3,0,10,12,12,29.19,226.4,240
nic,3,0,15,7,7,16.35,77.13,111.51
nic,2,0,13,6,16,14.76,55.84,105.97
license,2,0,9,7,9,25.99,109.58,176.57
nic,2,0,9,5,10,13.34,44.01,62.68
nic,0,0,15,10,10,16.65,107.51,163.3
nic,3,0,10,16,16,17.89,181.69,240
license,0,0,9,3,15,25.53,54.69,76.7
license,1,0,11,8,16,24.27,124.05,199.1
nic,2,0,14,7,11,19.76,89.94,150.74
passport,4,0,9,4,12,40.32,108.01,159.3
nic,2,0,15,13,13,18.4,150.28,240
nic,1,0,15,6,8,17.59,75.08,99.22
passport,2,0,9,3,4,29.06,63.84,90.36
passport,4,0,10,10,23,33.67,221.95,240
passport,0,0,14,10,24,34.79,224.05,240
nic,6,1,14,8,10,16.21,80.61,127.48
license,3,0,13,8,22,24.75,130.28,223.93
license,4,0,10,11,16,24.4,161.85,240
license,5,1,15,11,11,24.73,186.94,240
nic,1,0,15,3,4,12.04,6.08,36.07
nic,6,1,15,2,11,16.49,27.96,29.89
passport,6,1,11,10,10,30.13,196.99,240
passport,1,0,14,11,16,22.96,174.24,240
passport,2,0,10,10,10,31.11,195.19,240
license,0,0,13,8,18,24.69,141.76,209.46
nic,3,0,11,12,14,21.25,173.2,240
license,0,0,11,6,10,25.8,104.97,161.02
passport,5,1,13,9,11,30.42,171.84,240
passport,2,0,13,12,12,34.98,269.03,240
passport,5,1,10,8,12,34.2,177.82,240
license,0,0,9,6,14,25.36,101.66,148.14
passport,4,0,9,9,9,35.21,191.03,240
license,0,0,13,12,19,24.25,187.86,240
nic,1,0,10,11,12,20.2,147.77,212.65
passport,2,0,10,15,15,29.82,299.68,240
nic,0,0,11,4,19,18.95,42.96,81.14
license,4,0,14,11,16,14.21,103.41,164.42
nic,2,0,9,2,4,20.75,29.05,24.32
passport,5,1,10,2,7,29.97,42.66,60.85
passport,1,0,10,6,17,25.95,105.2,161.97
nic,4,0,10,5,11,19.4,48.47,99.04
passport,0,0,15,9,12,31.03,181.92,240
passport,4,0,10,7,15,31.8,144.38,220.48
license,5,1,11,5,7,25.65,86.29,123.16
license,5,1,15,6,14,20.18,78.02,120.75
license,3,0,14,9,22,23.89,139.91,233.52
passport,5,1,10,9,14,37.64,217.48,240
license,6,1,9,6,7,27.8,102.27,147.28
nic,3,0,9,6,7,16.09,75.66,98.36
nic,0,0,15,11,11,19.41,151.16,213.61
passport,0,0,11,12,19,35.31,270.37,240
nic,4,0,9,10,11,12.79,80.47,123.35
license,0,0,15,7,10,24.15,121.88,165.86
license,3,0,9,9,9,28.9,165.43,240
nic,1,0,10,9,16,12.85,72.59,124.42
license,4,0,15,9,11,28.68,152.66,240
nic,0,0,11,10,10,18.4,121.74,187.26
passport,6,1,10,7,7,29.89,139.8,193.31
nic,5,1,15,7,9,13.0,63.3,76.66
passport,4,0,10,6,18,35.27,149.89,217.13
nic,3,0,15,2,8,14.34,18.78,49.34
nic,4,0,10,12,13,18.47,141.56,231.52
passport,6,1,11,10,15,30.87,208.85,240
passport,0,0,10,5,5,32.97,104.19,164.22
nic,3,0,11,7,8,18.05,71.1,126.87
passport,4,0,11,10,12,30.75,197.29,240
passport,5,1,11,8,11,30.18,159.35,234.6
nic,4,0,13,9,11,22.37,128.92,213.38
license,0,0,13,10,10,28.48,176.25,240
license,2,0,15,14,16,24.59,224.83,240
passport,6,1,10,11,14,29.45,225.86,240
nic,1,0,10,3,10,22.5,28.87,63.04
license,5,1,15,5,6,21.38,77.2,87.98
nic,2,0,9,3,11,15.5,25.26,39.61
nic,1,0,15,6,9,16.65,74.76,113.07
nic,6,1,10,0,11,23.39,9.01,3
license,5,1,15,6,11,28.09,105.22,157.63
passport,1,0,13,8,12,27.65,151.92,225.49
license,3,0,10,10,13,28.59,196.69,240
nic,5,1,15,10,10,17.47,112.64,169.11
passport,6,1,14,12,25,33.82,278.93,240
license,1,0,15,5,8,22.98,72.81,106.17
license,1,0,13,13,15,21.59,172.63,240
license,1,0,9,10,10,22.53,137.38,216.08
nic,0,0,10,10,16,18.15,114.44,179.69
nic,6,1,15,5,16,16.43,68.54,91.94
passport,3,0,9,2,12,25.98,31.43,51.47
nic,1,0,14,8,12,12.78,67.06,108.91
passport,2,0,15,11,15,31.8,230.25,240
passport,0,0,15,13,14,35.49,288.34,240
passport,4,0,15,10,17,29.99,203.53,240
nic,0,0,13,13,13,17.64,148.29,240
passport,4,0,11,17,17,30.2,330.79,240
nic,3,0,14,10,10,17.13,108.68,174.77
nic,3,0,9,9,11,10,72.93,86.88
nic,4,0,14,9,9,19.41,103.8,184.28
license,4,0,10,8,11,31.4,169.76,240
passport,4,0,10,4,12,34.17,87.0,136.71
passport,3,0,11,8,15,29.4,158.45,237.1
license,4,0,14,12,16,26.01,199.29,240
passport,6,1,15,3,11,35.27,71.68,105.5
passport,4,0,13,5,14,30.33,104.05,159.27
nic,1,0,14,8,15,19.15,95.12,167.75
license,6,1,15,3,10,27.44,44.06,64.34
license,0,0,10,6,20,21.68,89.46,144.44
license,3,0,10,10,13,23.82,170.52,234.74
nic,5,1,9,1,1,19.31,28.35,16.85
passport,3,0,13,5,25,27.27,100.89,173.69
license,2,0,10,7,18,19.3,88.96,142.59
license,0,0,9,7,8,24.59,125.32,173.19
license,6,1,11,8,13,23.3,126.57,178.05
license,5,1,13,7,15,19.01,77.98,139.31
license,6,1,15,12,12,21.68,159.6,237.02
